"DISCIPLINA","NOTA_FINAL","DISCIPLINA_NORMALIZADA","Log_Erro_Validacao","Status_Validacoes"
"DISCIPLINA","NOTA_FINAL","DISCIPLINA_NORMALIZADA","Log_Erro_Validacao","Status_Validacoes"
