"DISCIPLINA","AULAS_DADAS","AULAS_ASSISTIDAS","ID_ALUNO","Log_Erro_Validacao","prediction"
"DISCIPLINA","AULAS_DADAS","AULAS_ASSISTIDAS","ID_ALUNO","Log_Erro_Validacao","prediction"
"ID_ALUNO","DISCIPLINA","AULAS_DADAS","AULAS_ASSISTIDAS","Log_Erro_Validacao","prediction"
